"station","year","month"
"164","1923","JAN"
"164","1923","FEB"
"164","1923","MAR"
"164","1923","APR"
"164","1923","MAY"
"164","1923","JUN"
"164","1923","JUL"
"164","1923","AUG"
"164","1923","SEP"
"164","1923","OCT"
"164","1923","NOV"
"164","1923","DEC"
"164","1924","JAN"
"164","1924","FEB"
"164","1924","MAR"
"164","1924","APR"
"164","1924","MAY"
"164","1924","JUN"
"164","1924","JUL"
"164","1924","AUG"
"164","1924","SEP"
"164","1924","OCT"
"164","1924","NOV"
"164","1924","DEC"
"164","1925","JAN"
"164","1925","FEB"
"164","1925","MAR"
"164","1925","APR"
"164","1925","MAY"
"164","1925","JUN"
"164","1925","JUL"
"164","1925","AUG"
"164","1925","SEP"
"164","1925","OCT"
"164","1925","NOV"
"164","1925","DEC"
"164","1926","JAN"
"164","1926","FEB"
"164","1926","MAR"
"164","1926","APR"
"164","1926","MAY"
"164","1926","JUN"
"164","1926","JUL"
"164","1926","AUG"
"164","1926","SEP"
"164","1926","OCT"
"164","1926","NOV"
"164","1926","DEC"
"164","1927","JAN"
"164","1927","FEB"
"164","1927","MAR"
"164","1927","APR"
"164","1927","MAY"
"164","1927","JUN"
"164","1927","JUL"
"164","1927","AUG"
"164","1927","SEP"
"164","1927","OCT"
"164","1927","NOV"
"164","1927","DEC"
"164","1928","JAN"
"164","1928","FEB"
"164","1928","MAR"
"164","1928","APR"
"164","1928","MAY"
"164","1928","JUN"
"164","1928","JUL"
"164","1928","AUG"
"164","1928","SEP"
"164","1928","OCT"
"164","1928","NOV"
"164","1928","DEC"
"164","1929","JAN"
"164","1929","FEB"
"164","1929","MAR"
"164","1929","APR"
"164","1929","MAY"
"164","1929","JUN"
"164","1929","JUL"
"164","1929","AUG"
"164","1929","SEP"
"164","1929","OCT"
"164","1929","NOV"
"164","1929","DEC"
"164","1930","JAN"
"164","1930","FEB"
"164","1930","MAR"
"164","1930","APR"
"164","1930","MAY"
"164","1930","JUN"
"164","1930","JUL"
"164","1930","AUG"
"164","1930","SEP"
"164","1930","OCT"
"164","1930","NOV"
"164","1930","DEC"
"164","1931","JAN"
"164","1931","FEB"
"164","1931","MAR"
"164","1931","APR"
"164","1931","MAY"
"164","1931","JUN"
"164","1931","JUL"
"164","1931","AUG"
"164","1931","SEP"
"164","1931","OCT"
"164","1931","NOV"
"164","1931","DEC"
"164","1932","JAN"
"164","1932","FEB"
"164","1932","MAR"
"164","1932","APR"
"164","1932","MAY"
"164","1932","JUN"
"164","1932","JUL"
"164","1932","AUG"
"164","1932","SEP"
"164","1932","OCT"
"164","1932","NOV"
"164","1932","DEC"
"164","1933","JAN"
"164","1933","FEB"
"164","1933","MAR"
"164","1933","APR"
"164","1933","MAY"
"164","1933","JUN"
"164","1933","JUL"
"164","1933","AUG"
"164","1933","SEP"
"164","1933","OCT"
"164","1933","NOV"
"164","1933","DEC"
"164","1934","JAN"
"164","1934","FEB"
"164","1934","MAR"
"164","1934","APR"
"164","1934","MAY"
"164","1934","JUN"
"164","1934","JUL"
"164","1934","AUG"
"164","1934","SEP"
"164","1934","OCT"
"164","1934","NOV"
"164","1934","DEC"
"164","1935","JAN"
"164","1935","FEB"
"164","1935","MAR"
"164","1935","APR"
"164","1935","MAY"
"164","1935","JUN"
"164","1935","JUL"
"164","1935","AUG"
"164","1935","SEP"
"164","1935","OCT"
"164","1935","NOV"
"164","1935","DEC"
"164","1936","JAN"
"164","1936","FEB"
"164","1936","MAR"
"164","1936","APR"
"164","1936","MAY"
"164","1936","JUN"
"164","1936","JUL"
"164","1936","AUG"
"164","1936","SEP"
"164","1936","OCT"
"164","1936","NOV"
"164","1936","DEC"
"164","1937","JAN"
"164","1937","FEB"
"164","1937","MAR"
"164","1937","APR"
"164","1937","MAY"
"164","1937","JUN"
"164","1937","JUL"
"164","1937","AUG"
"164","1937","SEP"
"164","1937","OCT"
"164","1937","NOV"
"164","1937","DEC"
"164","1938","JAN"
"164","1938","FEB"
"164","1938","MAR"
"164","1938","APR"
"164","1938","MAY"
"164","1938","JUN"
"164","1938","JUL"
"164","1938","AUG"
"164","1938","SEP"
"164","1938","OCT"
"164","1938","NOV"
"164","1938","DEC"
"164","1939","JAN"
"164","1939","FEB"
"164","1939","MAR"
"164","1939","APR"
"164","1939","MAY"
"164","1939","JUN"
"164","1941","JUN"
"164","1942","MAY"
"164","1942","JUN"
"164","1950","MAY"
"164","1950","OCT"
"164","1950","NOV"
"164","1950","DEC"
"164","1951","MAR"
"164","1953","JAN"
"164","1956","SEP"
"164","1956","NOV"
"164","1957","MAY"
"164","1958","MAY"
"164","1959","APR"
"164","1980","NOV"
"164","1991","JUN"
"164","1992","JUN"
"164","1992","OCT"
"164","1993","APR"
"164","1993","JUN"
"41","1923","JAN"
"41","1923","FEB"
"41","1923","MAR"
"41","1923","APR"
"41","1923","MAY"
"41","1923","JUN"
"41","1923","JUL"
"41","1923","AUG"
"41","1923","SEP"
"41","1923","OCT"
"41","1923","NOV"
"41","1923","DEC"
"41","1924","JAN"
"41","1924","FEB"
"41","1924","MAR"
"41","1924","APR"
"41","1924","MAY"
"41","1924","JUN"
"41","1924","JUL"
"41","1924","AUG"
"41","1924","SEP"
"41","1924","OCT"
"41","1924","NOV"
"41","1924","DEC"
"41","1925","JAN"
"41","1925","FEB"
"41","1925","MAR"
"41","1925","APR"
"41","1925","MAY"
"41","1925","JUN"
"41","1925","JUL"
"41","1925","AUG"
"41","1925","SEP"
"41","1925","OCT"
"41","1925","NOV"
"41","1925","DEC"
"41","1926","JAN"
"41","1926","FEB"
"41","1926","MAR"
"41","1926","APR"
"41","1926","MAY"
"41","1926","JUN"
"41","1926","JUL"
"41","1926","AUG"
"41","1926","SEP"
"41","1926","OCT"
"41","1926","NOV"
"41","1926","DEC"
"41","1927","JAN"
"41","1927","FEB"
"41","1927","MAR"
"41","1927","APR"
"41","1927","MAY"
"41","1927","JUN"
"41","1927","JUL"
"41","1927","AUG"
"41","1927","SEP"
"41","1927","OCT"
"41","1927","NOV"
"41","1927","DEC"
"41","1928","JAN"
"41","1928","FEB"
"41","1928","MAR"
"41","1928","APR"
"41","1928","MAY"
"41","1928","JUN"
"41","1928","JUL"
"41","1928","AUG"
"41","1928","SEP"
"41","1928","OCT"
"41","1928","NOV"
"41","1928","DEC"
"41","1929","JAN"
"41","1929","FEB"
"41","1929","MAR"
"41","1929","APR"
"41","1929","MAY"
"41","1929","JUN"
"41","1929","JUL"
"41","1929","AUG"
"41","1929","SEP"
"41","1929","OCT"
"41","1929","NOV"
"41","1929","DEC"
"41","1930","JAN"
"41","1930","FEB"
"41","1930","MAR"
"41","1930","APR"
"41","1930","MAY"
"41","1930","JUN"
"41","1930","JUL"
"41","1930","AUG"
"41","1930","SEP"
"41","1930","OCT"
"41","1930","NOV"
"41","1930","DEC"
"41","1931","JAN"
"41","1931","FEB"
"41","1931","MAR"
"41","1931","APR"
"41","1931","MAY"
"41","1931","JUN"
"41","1931","JUL"
"41","1931","AUG"
"41","1931","SEP"
"41","1931","OCT"
"41","1931","NOV"
"41","1931","DEC"
"41","1932","JAN"
"41","1932","FEB"
"41","1932","MAR"
"41","1932","APR"
"41","1932","MAY"
"41","1932","JUN"
"41","1932","JUL"
"41","1932","AUG"
"41","1932","SEP"
"41","1932","OCT"
"41","1932","NOV"
"41","1932","DEC"
"41","1933","JAN"
"41","1933","FEB"
"41","1933","MAR"
"41","1933","APR"
"41","1933","MAY"
"41","1933","JUN"
"41","1933","JUL"
"41","1933","AUG"
"41","1933","SEP"
"41","1933","OCT"
"41","1933","NOV"
"41","1933","DEC"
"41","1934","JAN"
"41","1934","FEB"
"41","1934","MAR"
"41","1934","APR"
"41","1934","MAY"
"41","1934","JUN"
"41","1934","JUL"
"41","1934","AUG"
"41","1934","SEP"
"41","1934","OCT"
"41","1934","NOV"
"41","1934","DEC"
"41","1935","JAN"
"41","1935","FEB"
"41","1935","MAR"
"41","1935","APR"
"41","1935","MAY"
"41","1935","JUN"
"41","1935","JUL"
"41","1935","AUG"
"41","1935","SEP"
"41","1935","OCT"
"41","1935","NOV"
"41","1935","DEC"
"41","1936","JAN"
"41","1936","FEB"
"41","1936","MAR"
"41","1936","APR"
"41","1936","MAY"
"41","1936","JUN"
"41","1936","JUL"
"41","1936","AUG"
"41","1936","SEP"
"41","1936","OCT"
"41","1936","NOV"
"41","1936","DEC"
"41","1937","JAN"
"41","1937","FEB"
"41","1937","MAR"
"41","1937","APR"
"41","1937","MAY"
"41","1937","JUN"
"41","1937","JUL"
"41","1937","AUG"
"41","1937","SEP"
"41","1937","OCT"
"41","1937","NOV"
"41","1937","DEC"
"41","1938","JAN"
"41","1938","FEB"
"41","1938","MAR"
"41","1938","APR"
"41","1938","MAY"
"41","1938","JUN"
"41","1938","JUL"
"41","1938","AUG"
"41","1938","SEP"
"41","1938","OCT"
"41","1938","NOV"
"41","1938","DEC"
"41","1939","JAN"
"41","1939","FEB"
"41","1939","MAR"
"41","1939","APR"
"41","1939","MAY"
"41","1939","JUN"
"41","1939","JUL"
"41","1939","AUG"
"41","1939","SEP"
"41","1939","OCT"
"41","1939","NOV"
"41","1939","DEC"
"41","1940","JAN"
"41","1940","FEB"
"41","1940","MAR"
"41","1940","APR"
"41","1940","MAY"
"41","1940","JUN"
"41","1940","JUL"
"41","1940","AUG"
"41","1940","SEP"
"41","1940","OCT"
"41","1940","NOV"
"41","1940","DEC"
"41","1941","JAN"
"41","1941","FEB"
"41","1941","MAR"
"41","1941","APR"
"41","1941","MAY"
"41","1941","JUN"
"41","1941","JUL"
"41","1941","AUG"
"41","1941","SEP"
"41","1941","OCT"
"41","1941","NOV"
"41","1941","DEC"
"41","1942","JAN"
"41","1942","FEB"
"41","1942","MAR"
"41","1942","APR"
"41","1942","MAY"
"41","1942","JUN"
"41","1942","JUL"
"41","1942","AUG"
"41","1942","SEP"
"41","1942","OCT"
"41","1942","NOV"
"41","1942","DEC"
"41","1943","JAN"
"41","1943","FEB"
"41","1943","MAR"
"41","1943","APR"
"41","1943","MAY"
"41","1943","JUN"
"41","1943","JUL"
"41","1943","AUG"
"41","1943","SEP"
"41","1943","OCT"
"41","1943","NOV"
"41","1943","DEC"
"41","1944","JAN"
"41","1944","FEB"
"41","1944","MAR"
"41","1944","APR"
"41","1944","MAY"
"41","1944","JUN"
"41","1944","JUL"
"41","1944","AUG"
"41","1944","SEP"
"41","1944","OCT"
"41","1944","NOV"
"41","1944","DEC"
"41","1945","JAN"
"41","1945","FEB"
"41","1945","MAR"
"41","1945","APR"
"41","1945","MAY"
"41","1945","JUN"
"41","1945","JUL"
"41","1945","AUG"
"41","1945","SEP"
"41","1945","OCT"
"41","1945","DEC"
"41","1946","JAN"
"41","1946","FEB"
"41","1946","MAR"
"41","1946","APR"
"41","1946","MAY"
"41","1946","JUN"
"41","1946","JUL"
"41","1946","AUG"
"41","1946","SEP"
"41","1946","OCT"
"41","1946","NOV"
"41","1946","DEC"
"41","1947","JAN"
"41","1947","FEB"
"41","1947","MAR"
"41","1947","APR"
"41","1947","MAY"
"41","1947","JUN"
"41","1947","JUL"
"41","1947","AUG"
"41","1947","SEP"
"41","1947","OCT"
"41","1947","NOV"
"41","1947","DEC"
"41","1948","JAN"
"41","1948","FEB"
"41","1948","MAR"
"41","1948","APR"
"41","1948","MAY"
"41","1948","JUN"
"41","1948","JUL"
"41","1948","AUG"
"41","1948","SEP"
"41","1948","OCT"
"41","1948","NOV"
"41","1948","DEC"
"41","1949","JAN"
"41","1949","FEB"
"41","1949","MAR"
"41","1949","APR"
"41","1949","MAY"
"41","1949","JUN"
"41","1949","JUL"
"41","1949","AUG"
"41","1949","SEP"
"41","1949","OCT"
"41","1949","NOV"
"41","1949","DEC"
"41","1950","JAN"
"41","1950","FEB"
"41","1950","MAR"
"41","1950","APR"
"41","1950","MAY"
"41","1950","JUN"
"41","1950","JUL"
"41","1950","AUG"
"41","1950","SEP"
"41","1950","OCT"
"41","1950","NOV"
"41","1950","DEC"
"41","1951","JAN"
"41","1951","FEB"
"41","1951","MAR"
"41","1951","APR"
"41","1951","MAY"
"41","1951","JUN"
"41","1951","JUL"
"41","1951","AUG"
"41","1951","SEP"
"41","1951","OCT"
"41","1951","NOV"
"41","1951","DEC"
"41","1952","JAN"
"41","1952","FEB"
"41","1952","MAR"
"41","1952","APR"
"41","1952","MAY"
"41","1952","JUN"
"41","1952","JUL"
"41","1952","AUG"
"41","1952","SEP"
"41","1952","OCT"
"41","1952","NOV"
"41","1952","DEC"
"41","1953","JAN"
"41","1953","FEB"
"41","1953","MAR"
"41","1953","APR"
"41","1953","MAY"
"41","1953","JUN"
"41","1953","JUL"
"41","1953","AUG"
"41","1953","SEP"
"41","1953","OCT"
"41","1953","NOV"
"41","1953","DEC"
"41","1954","JAN"
"41","1954","FEB"
"41","1954","MAR"
"41","1954","APR"
"41","1954","MAY"
"41","1954","JUN"
"41","1954","JUL"
"41","1954","AUG"
"41","1954","SEP"
"41","1954","OCT"
"41","1954","NOV"
"41","1954","DEC"
"41","1955","JAN"
"41","1955","FEB"
"41","1955","MAR"
"41","1955","JUL"
"41","1955","AUG"
"41","1955","SEP"
"41","1955","OCT"
"41","1955","NOV"
"41","1955","DEC"
"41","1956","JAN"
"41","1956","FEB"
"41","1956","MAR"
"41","1956","APR"
"41","1956","MAY"
"41","1956","JUN"
"41","1956","JUL"
"41","1956","AUG"
"41","1956","SEP"
"41","1956","OCT"
"41","1956","NOV"
"41","1956","DEC"
"41","1957","JAN"
"41","1957","FEB"
"41","1957","MAR"
"41","1957","APR"
"41","1957","MAY"
"41","1957","JUN"
"41","1957","JUL"
"41","1957","AUG"
"41","1957","SEP"
"41","1957","OCT"
"41","1957","NOV"
"41","1957","DEC"
"41","1958","JAN"
"41","1958","FEB"
"41","1958","MAR"
"41","1958","APR"
"41","1958","MAY"
"41","1958","JUN"
"41","1958","JUL"
"41","1958","AUG"
"41","1958","SEP"
"41","1958","OCT"
"41","1958","NOV"
"41","1958","DEC"
"41","1959","FEB"
"41","1959","MAR"
"41","1959","APR"
"41","1959","MAY"
"41","1959","JUN"
"41","1959","JUL"
"41","1959","AUG"
"41","1959","SEP"
"41","1959","OCT"
"41","1959","NOV"
"41","1959","DEC"
"41","1960","JAN"
"41","1960","FEB"
"41","1960","MAR"
"41","1960","APR"
"41","1960","MAY"
"41","1960","JUN"
"41","1960","JUL"
"41","1960","AUG"
"41","1960","SEP"
"41","1960","OCT"
"41","1960","NOV"
"41","1960","DEC"
"41","1961","JAN"
"41","1961","FEB"
"41","1961","MAR"
"41","1961","APR"
"41","1961","MAY"
"41","1961","JUN"
"41","1961","JUL"
"41","1961","AUG"
"41","1961","SEP"
"41","1961","OCT"
"41","1961","NOV"
"41","1961","DEC"
"41","1962","JAN"
"41","1962","FEB"
"41","1962","MAR"
"41","1962","APR"
"41","1962","MAY"
"41","1962","JUN"
"41","1962","JUL"
"41","1962","AUG"
"41","1962","SEP"
"41","1962","OCT"
"41","1962","NOV"
"41","1962","DEC"
"41","1963","JAN"
"41","1963","FEB"
"41","1963","MAR"
"41","1963","APR"
"41","1963","MAY"
"41","1963","JUN"
"41","1963","JUL"
"41","1963","AUG"
"41","1963","SEP"
"41","1963","OCT"
"41","1963","NOV"
"41","1963","DEC"
"41","1964","JAN"
"41","1964","FEB"
"41","1964","MAR"
"41","1964","APR"
"41","1964","MAY"
"41","1964","JUN"
"41","1964","JUL"
"41","1964","AUG"
"41","1964","SEP"
"41","1964","OCT"
"41","1964","NOV"
"41","1964","DEC"
"41","1965","JAN"
"41","1965","FEB"
"41","1965","MAR"
"41","1965","APR"
"41","1965","MAY"
"41","1965","JUN"
"41","1965","JUL"
"41","1965","AUG"
"41","1965","SEP"
"41","1965","OCT"
"41","1965","NOV"
"41","1965","DEC"
"41","1966","JAN"
"41","1966","FEB"
"41","1966","MAR"
"41","1966","APR"
"41","1966","MAY"
"41","1966","JUN"
"41","1966","JUL"
"41","1966","AUG"
"41","1966","SEP"
"41","1966","OCT"
"41","1966","NOV"
"41","1966","DEC"
"41","1967","JAN"
"41","1967","FEB"
"41","1967","MAR"
"41","1967","APR"
"41","1967","MAY"
"41","1967","JUN"
"41","1967","JUL"
"41","1967","AUG"
"41","1967","SEP"
"41","1967","OCT"
"41","1967","NOV"
"41","1967","DEC"
"41","1968","JAN"
"41","1968","FEB"
"41","1968","MAR"
"41","1968","APR"
"41","1968","MAY"
"41","1968","JUN"
"41","1968","JUL"
"41","1968","AUG"
"41","1968","SEP"
"41","1968","OCT"
"41","1968","NOV"
"41","1968","DEC"
"41","1969","JAN"
"41","1969","FEB"
"41","1969","MAR"
"41","1969","APR"
"41","1969","MAY"
"41","1969","JUN"
"41","1969","JUL"
"41","1969","AUG"
"41","1969","SEP"
"41","1969","OCT"
"41","1969","NOV"
"41","1969","DEC"
"41","1970","JAN"
"41","1970","FEB"
"41","1970","MAR"
"41","1970","APR"
"41","1970","MAY"
"41","1970","JUN"
"41","1970","JUL"
"41","1970","AUG"
"41","1970","SEP"
"41","1970","OCT"
"41","1970","NOV"
"41","1970","DEC"
"41","1971","JAN"
"41","1971","FEB"
"41","1971","MAR"
"41","1971","APR"
"41","1971","MAY"
"41","1971","JUN"
"41","1971","JUL"
"41","1971","AUG"
"41","1971","SEP"
"41","1971","OCT"
"41","1971","NOV"
"41","1971","DEC"
"41","1972","JAN"
"41","1972","FEB"
"41","1972","MAR"
"41","1980","NOV"
"41","1992","OCT"
"41","1993","APR"
"45","1923","JAN"
"45","1923","FEB"
"45","1923","MAR"
"45","1923","APR"
"45","1923","MAY"
"45","1923","JUN"
"45","1923","JUL"
"45","1923","AUG"
"45","1923","SEP"
"45","1923","OCT"
"45","1923","NOV"
"45","1923","DEC"
"45","1924","JAN"
"45","1924","FEB"
"45","1924","MAR"
"45","1924","APR"
"45","1924","MAY"
"45","1924","JUN"
"45","1924","JUL"
"45","1924","AUG"
"45","1924","SEP"
"45","1924","OCT"
"45","1924","NOV"
"45","1924","DEC"
"45","1925","JAN"
"45","1925","FEB"
"45","1925","MAR"
"45","1925","APR"
"45","1925","MAY"
"45","1925","JUN"
"45","1925","JUL"
"45","1925","AUG"
"45","1925","SEP"
"45","1925","OCT"
"45","1925","NOV"
"45","1925","DEC"
"45","1926","JAN"
"45","1926","FEB"
"45","1926","MAR"
"45","1926","APR"
"45","1926","MAY"
"45","1926","JUN"
"45","1926","JUL"
"45","1926","AUG"
"45","1926","SEP"
"45","1926","OCT"
"45","1926","NOV"
"45","1926","DEC"
"45","1927","JAN"
"45","1927","FEB"
"45","1927","MAR"
"45","1927","APR"
"45","1927","MAY"
"45","1927","JUN"
"45","1927","JUL"
"45","1927","AUG"
"45","1927","SEP"
"45","1927","OCT"
"45","1927","NOV"
"45","1927","DEC"
"45","1928","JAN"
"45","1928","FEB"
"45","1928","MAR"
"45","1928","APR"
"45","1928","MAY"
"45","1928","JUN"
"45","1928","JUL"
"45","1928","AUG"
"45","1928","SEP"
"45","1928","OCT"
"45","1928","NOV"
"45","1928","DEC"
"45","1929","JAN"
"45","1929","FEB"
"45","1929","MAR"
"45","1929","APR"
"45","1929","MAY"
"45","1929","JUN"
"45","1929","JUL"
"45","1929","AUG"
"45","1929","SEP"
"45","1929","OCT"
"45","1929","NOV"
"45","1929","DEC"
"45","1930","JAN"
"45","1930","FEB"
"45","1930","MAR"
"45","1930","APR"
"45","1930","MAY"
"45","1930","JUN"
"45","1930","JUL"
"45","1930","AUG"
"45","1930","SEP"
"45","1930","OCT"
"45","1930","NOV"
"45","1930","DEC"
"45","1931","JAN"
"45","1931","FEB"
"45","1931","MAR"
"45","1931","APR"
"45","1931","MAY"
"45","1931","JUN"
"45","1931","JUL"
"45","1931","AUG"
"45","1931","SEP"
"45","1931","OCT"
"45","1931","NOV"
"45","1931","DEC"
"45","1932","JAN"
"45","1932","FEB"
"45","1932","MAR"
"45","1932","APR"
"45","1932","MAY"
"45","1932","JUN"
"45","1932","JUL"
"45","1932","AUG"
"45","1932","SEP"
"45","1932","OCT"
"45","1932","NOV"
"45","1932","DEC"
"45","1933","JAN"
"45","1933","FEB"
"45","1933","MAR"
"45","1933","APR"
"45","1933","MAY"
"45","1933","JUN"
"45","1933","JUL"
"45","1933","AUG"
"45","1933","SEP"
"45","1933","OCT"
"45","1933","NOV"
"45","1933","DEC"
"45","1934","JAN"
"45","1934","FEB"
"45","1934","MAR"
"45","1934","APR"
"45","1934","MAY"
"45","1934","JUN"
"45","1934","JUL"
"45","1934","AUG"
"45","1934","SEP"
"45","1934","OCT"
"45","1934","NOV"
"45","1934","DEC"
"45","1935","JAN"
"45","1935","FEB"
"45","1935","MAR"
"45","1935","APR"
"45","1935","MAY"
"45","1935","JUN"
"45","1935","JUL"
"45","1935","AUG"
"45","1935","SEP"
"45","1935","OCT"
"45","1935","NOV"
"45","1935","DEC"
"45","1936","JAN"
"45","1936","FEB"
"45","1936","MAR"
"45","1936","APR"
"45","1936","MAY"
"45","1942","MAY"
"45","1942","JUN"
"45","1953","JAN"
"45","1955","MAR"
"45","1956","JUN"
"45","1956","OCT"
"45","1956","NOV"
"45","1957","MAY"
"45","1958","MAY"
"45","1959","APR"
"45","1980","NOV"
"45","1992","OCT"
"45","2000","JUN"
"45","2000","JUL"
"AMADO","1923","JAN"
"AMADO","1923","FEB"
"AMADO","1923","MAR"
"AMADO","1923","APR"
"AMADO","1923","MAY"
"AMADO","1923","JUN"
"AMADO","1923","JUL"
"AMADO","1923","AUG"
"AMADO","1923","SEP"
"AMADO","1923","OCT"
"AMADO","1923","NOV"
"AMADO","1923","DEC"
"AMADO","1924","JAN"
"AMADO","1924","FEB"
"AMADO","1924","MAR"
"AMADO","1924","APR"
"AMADO","1924","MAY"
"AMADO","1924","JUN"
"AMADO","1924","JUL"
"AMADO","1924","AUG"
"AMADO","1924","SEP"
"AMADO","1924","OCT"
"AMADO","1924","NOV"
"AMADO","1924","DEC"
"AMADO","1925","JAN"
"AMADO","1925","FEB"
"AMADO","1925","MAR"
"AMADO","1925","APR"
"AMADO","1925","MAY"
"AMADO","1925","JUN"
"AMADO","1925","JUL"
"AMADO","1925","AUG"
"AMADO","1925","SEP"
"AMADO","1925","OCT"
"AMADO","1925","NOV"
"AMADO","1925","DEC"
"AMADO","1926","JAN"
"AMADO","1926","FEB"
"AMADO","1926","MAR"
"AMADO","1926","APR"
"AMADO","1926","MAY"
"AMADO","1926","JUN"
"AMADO","1926","JUL"
"AMADO","1926","AUG"
"AMADO","1926","SEP"
"AMADO","1926","OCT"
"AMADO","1926","NOV"
"AMADO","1926","DEC"
"AMADO","1927","JAN"
"AMADO","1927","FEB"
"AMADO","1927","MAR"
"AMADO","1927","APR"
"AMADO","1927","MAY"
"AMADO","1927","JUN"
"AMADO","1927","JUL"
"AMADO","1927","AUG"
"AMADO","1927","SEP"
"AMADO","1927","OCT"
"AMADO","1927","NOV"
"AMADO","1927","DEC"
"AMADO","1928","JAN"
"AMADO","1928","FEB"
"AMADO","1928","MAR"
"AMADO","1928","APR"
"AMADO","1928","MAY"
"AMADO","1928","JUN"
"AMADO","1928","JUL"
"AMADO","1928","AUG"
"AMADO","1928","SEP"
"AMADO","1928","OCT"
"AMADO","1928","NOV"
"AMADO","1928","DEC"
"AMADO","1929","JAN"
"AMADO","1929","FEB"
"AMADO","1929","MAR"
"AMADO","1929","APR"
"AMADO","1929","MAY"
"AMADO","1929","JUN"
"AMADO","1929","JUL"
"AMADO","1929","AUG"
"AMADO","1929","SEP"
"AMADO","1929","OCT"
"AMADO","1929","NOV"
"AMADO","1929","DEC"
"AMADO","1930","JAN"
"AMADO","1930","FEB"
"AMADO","1930","MAR"
"AMADO","1930","APR"
"AMADO","1930","MAY"
"AMADO","1930","JUN"
"AMADO","1930","JUL"
"AMADO","1930","AUG"
"AMADO","1930","SEP"
"AMADO","1930","OCT"
"AMADO","1930","NOV"
"AMADO","1930","DEC"
"AMADO","1931","JAN"
"AMADO","1931","FEB"
"AMADO","1931","MAR"
"AMADO","1931","APR"
"AMADO","1931","MAY"
"AMADO","1931","JUN"
"AMADO","1931","JUL"
"AMADO","1931","AUG"
"AMADO","1931","SEP"
"AMADO","1931","OCT"
"AMADO","1931","NOV"
"AMADO","1931","DEC"
"AMADO","1932","JAN"
"AMADO","1932","FEB"
"AMADO","1932","MAR"
"AMADO","1932","APR"
"AMADO","1932","MAY"
"AMADO","1932","JUN"
"AMADO","1932","JUL"
"AMADO","1932","AUG"
"AMADO","1932","SEP"
"AMADO","1932","OCT"
"AMADO","1932","NOV"
"AMADO","1932","DEC"
"AMADO","1933","JAN"
"AMADO","1933","FEB"
"AMADO","1933","MAR"
"AMADO","1933","APR"
"AMADO","1933","MAY"
"AMADO","1933","JUN"
"AMADO","1933","JUL"
"AMADO","1933","AUG"
"AMADO","1933","SEP"
